Team1Name,Team1Score,Team2Name,Team2Score,Team1MasseyRating,Team2MasseyRating
Detroit,77,PFW,81,-7.342812147525938,-5.625687252766425
TX Southern,53,Minnesota,89,-14.284509430349972,10.308552144640325
Bethune-Cookman,60,Missouri,82,-7.810451810139458,11.56899502860914
FGCU,59,New Mexico,75,-4.349217773076286,14.880097023188116
South Alabama,57,North Texas,58,-5.806253567999122,0.7410214367989679
Kent,78,Portland,88,1.3438007614795435,-0.9276049727698782
Coppin St,77,Radford,107,-27.640739737591698,-6.409728237299939
St Francis PA,67,Temple,95,-18.95162660287704,1.6101601066860876
Jacksonville,75,Texas A&M,112,-10.526145762510124,19.179102352686098
UAB,85,Troy,86,4.233612921761928,0.09710533684838424
Washington St,61,USC,68,4.5380550036221035,13.985005389761836
Merrimack,59,Vermont,66,-5.674283720960461,-5.418090561445725
MD E Shore,53,Virginia Tech,82,-15.28346349833095,13.649896701268442
Queens NC,73,Wake Forest,111,-4.175091457795946,12.26856625050307
North Alabama,60,Alabama A&M,68,-15.019555502687506,-12.721138316688517
Houston Chr,68,McNeese St,78,-9.978893333224674,8.413093453200572
Incarnate Word,65,TCU,69,-5.547585347287668,14.466735878512502
Niagara,58,VCU,84,-16.995194255109116,12.760710460803173
Gardner Webb,57,Wofford,83,-24.646235285714415,-5.064308768836391
S Dakota St,72,Wyoming,87,-1.4024499716884644,8.357185218844622
SE Louisiana,69,East Texas A&M,70,-8.378711089435738,-10.24868267858815
Abilene Chr,62,Arizona,96,-7.721991269551377,29.622564216561056
Queens NC,80,Arkansas,108,-4.175091457795946,21.77145836677927
Evansville,78,Belmont,83,-7.795268693393136,10.045584450409333
Chicago St,55,Bowling Green,76,-16.24969652612226,3.589447698727336
Pacific,57,BYU,93,4.378468361891341,22.96623370113013
South Carolina,61,Clemson,68,8.258663769478087,17.882590338253785
Butler,60,Connecticut,79,12.436267405379676,25.10729111927154
Holy Cross,64,Dartmouth,89,-13.04688731791795,-5.458928015720884
Florida St,69,Dayton,97,8.465280031603305,7.453720484555427
Rider,57,Delaware,65,-17.261706725421675,-8.317869143575352
Lipscomb,73,Duke,97,-2.2704298007365584,30.47631292494664
Marist,76,Georgia Tech,87,-1.1747337528313329,4.81995930743693
Drexel,66,Howard,74,-3.932084854527281,-8.060038874832856
Towson,49,Kansas,73,-0.5464166889081582,23.957485614866563
Sacred Heart,82,MA Lowell,87,-10.913977813629936,-14.238798983700297
Florida Intl,81,Miami FL,98,-1.0098371649423266,17.78517891833293
Wright St,76,Miami OH,83,1.3021861730347852,6.878792003107033
Toledo,69,Michigan St,92,0.3389247220623984,24.386031921594633
LIU Brooklyn,83,Mississippi St,87,-3.546335998209576,8.973566181550307
Oral Roberts,62,Missouri St,63,-11.75823476123825,-2.3667315699870506
Cal Poly,80,Montana St,83,-6.316796372758351,1.0473895970912468
Ark Little Rock,64,Morehead St,78,-13.722529134725532,-11.585204401367001
UNC Greensboro,65,NC A&T,71,-12.065434872466879,-8.135106985044182
ETSU,58,North Carolina,77,1.9085058569619273,20.177147542199364
Valparaiso,70,Northwestern,86,0.7826673040916575,11.78237952913321
Missouri KC,67,Oklahoma,89,-16.661368094073026,11.432263406894199
Canisius,45,Rhode Island,62,-17.060558122515523,4.372881568912538
S Carolina St,72,SC Upstate,78,-22.2908843957574,-9.147789259024785
DePaul,66,St John's,79,7.564957311061451,22.387807157714732
Louisville,62,Tennessee,83,24.611732488445927,22.52532774922322
Le Moyne,53,Texas,95,-9.839160736172351,17.79158970367343
N Colorado,90,Texas Tech,101,-1.0823524586851767,22.11626746517065
Lamar,72,UTRGV,83,-2.214271862878108,-0.22814271103413875
Southern Univ,67,Cal Baptist,75,-11.076179678502223,2.1953924231003668
MS Valley St,64,Tarleton St,88,-28.348205063722833,-2.827342432024417
Loy Marymount,57,UC San Diego,67,1.5500504379175963,3.4181336664537407
South Florida,93,Alabama,104,10.967070575235171,22.89926309681164
Stony Brook,55,SUNY Albany,71,-4.2986893622781555,-13.163496176751917
Texas St,70,Arkansas St,89,-8.993596293102888,-2.643647731191786
Alabama St,51,Cincinnati,88,-13.932727716177093,12.416982907123183
Citadel,78,Col Charleston,82,-15.588927891729995,-0.4606347634581468
Portland St,73,Colorado,84,2.2902438567068213,10.951503521035468
Xavier,57,Creighton,98,7.778365709841898,10.984102719717837
Jacksonville St,59,E Kentucky,62,-4.019877384600862,-8.312055999179629
Presbyterian,53,East Carolina,74,-8.171853518367254,-6.938769569086803
Richmond,70,Elon,73,3.374354993392689,-1.7109036279344259
St Francis PA,61,Florida,102,-18.95162660287704,26.39081761428366
Jacksonville,65,Florida A&M,72,-10.526145762510124,-14.958411699952181
Marquette,69,Georgetown,78,6.499579672447203,8.097403188054626
Campbell,70,Gonzaga,98,-4.608704820965019,26.12679094319873
Alabama A&M,66,Mississippi,80,-12.721138316688517,10.46160439503338
Kennesaw,67,MTSU,68,0.6339937118072055,1.2330496506793978
TX Southern,72,NC State,108,-14.284509430349972,21.788929391891067
Stonehill,58,New Hampshire,59,-13.871167902361144,-12.508359622828568
Houston Chr,64,Nicholls St,79,-9.978893333224674,-6.207446160282377
IL Chicago,54,Northern Iowa,60,1.7665509943221132,5.785582448008606
N Kentucky,77,Oakland,82,-2.4537270857196694,1.2988617496209411
James Madison,68,Old Dominion,77,-6.42260170209562,-8.261680554358493
Portland,69,Oregon,94,-0.9276049727698782,8.997587225487342
Binghamton,63,Pittsburgh,103,-21.707046613042007,8.195075774872146
Monmouth NJ,75,Quinnipiac,85,-3.848522919496683,-3.997091735107692
Youngstown St,77,Robert Morris,80,-2.8049667940666527,-3.837549906546749
Oregon St,75,Sam Houston St,85,-0.9699153817654318,4.794162125506685
Air Force,58,San Diego St,81,-12.735240615401642,14.954913190967044
Loyola-Chicago,71,San Francisco,85,-7.919700317024193,6.276755571400898
North Texas,60,Santa Clara,63,0.7410214367989679,16.697031882728538
UC Davis,78,Seattle,79,-0.8434486910801374,4.296087924139515
TAM C. Christi,60,SF Austin,69,-2.5860191794207728,6.14950134383293
ULM,92,South Alabama,96,-18.229928278847783,-5.806253567999122
Bethune-Cookman,53,St Louis,112,-7.810451810139458,21.74212133595362
UT Arlington,60,Stanford,76,-0.020907387432929244,11.495746482735854
Mercyhurst,62,Syracuse,76,-9.513220387331831,11.66262825734674
Louisiana Tech,53,Tulane,61,-5.691689472397247,-1.5078676189201856
Cleveland St,77,UAB,101,-10.736414013574178,4.233612921761928
Mercer,63,UCF,81,0.5840288415363489,15.06572674394935
Arizona St,77,UCLA,90,10.603952967409308,17.20134853209326
UT San Antonio,70,USC,97,-15.648689776756592,13.985005389761836
Weber St,74,Utah Valley,90,-2.4753255840285364,6.639639918156236
Memphis,70,Vanderbilt,77,7.369641932350132,24.154102986278797
Siena,69,Vermont,83,-3.3587700316394775,-5.418090561445725
MD E Shore,64,Wagner,78,-15.28346349833095,-12.601506934083272
Longwood,68,Wake Forest,71,-9.004272423423975,12.26856625050307
E Washington,63,Washington St,78,-5.263958334345224,4.5380550036221035
UC Santa Barbara,64,WI Green Bay,67,3.2846658019866024,-5.7700409143629
Wofford,73,Wichita St,84,-5.064308768836391,8.433712769495724
Chattanooga,64,Bellarmine,79,-11.311391432436908,-9.739354468795353
Coastal Car,49,Appalachian St,67,-7.357081216042199,-3.019964221943779
Southern Indiana,62,Ark Little Rock,77,-14.295320327497267,-13.722529134725532
Indiana St,99,Bradley,108,-2.4581456880249015,3.590955518992814
North Florida,90,Charleston So,113,-15.534483522416355,-6.340856798534731
Lafayette,67,Charlotte,81,-12.102088387400759,1.2042231354891468
SIUE,72,E Illinois,76,-8.17415727893679,-12.380585287610003
Central Conn,70,Fairfield,84,-10.69680210540559,-8.368082465442098
Manhattan,68,Furman,75,-15.274581333554556,-2.2995798984529365
Georgia St,67,Ga Southern,90,-9.841027531814934,-8.452463657169565
W Carolina,82,Georgia,112,-9.503110725382177,20.02973847054447
Norfolk St,68,Grambling,80,-13.021484758554106,-10.144108684165358
Jackson St,77,Hampton,84,-19.547308217380763,-8.456384002540549
S Illinois,68,Illinois St,75,3.3850180919715123,8.933861719167899
Pepperdine,78,Long Beach St,81,-5.588454031414728,-4.652494408015093
Drake,72,Murray St,81,0.7544156025781878,7.098433930540837
Winthrop,88,North Dakota,90,1.3368316881639872,-8.39620613812819
Southern Utah,57,Northern Arizona,65,-11.107617721609282,-9.643076515343548
Missouri KC,79,Oklahoma St,91,-16.661368094073026,13.86708154452552
Louisiana,54,Southern Miss,62,-12.137067018502796,-6.948449734643707
Delaware St,51,St Joseph's PA,67,-20.10207053375217,0.6346552500089729
Oral Roberts,53,TCU,72,-11.75823476123825,14.466735878512502
Davidson,63,Temple,68,6.002686977751972,1.6101601066860876
TN Martin,71,Tennessee St,78,-3.7745856292540623,-7.984243030172132
SE Missouri St,74,Tennessee Tech,85,-6.757013248262701,-14.281089336240143
American Univ,83,VCU,105,-6.396969179237704,12.760710460803173
Radford,83,William & Mary,96,-6.409728237299939,1.656572728906202
W Illinois,76,Lindenwood,92,-21.1486742641898,-7.15310794555327
E Michigan,72,Akron,93,-3.580139516277849,11.189246661258986
Alcorn St,56,Baylor,113,-20.10652752334088,15.872210600276453
UC Irvine,58,Belmont,84,3.4963503402669383,10.045584450409333
Abilene Chr,67,BYU,85,-7.721991269551377,22.96623370113013
Morgan St,50,California,97,-20.00282080703169,13.447545319841446
Mt St Mary's,67,Drexel,75,-11.970313880036324,-3.932084854527281
MS Valley St,49,Florida St,96,-28.348205063722833,8.465280031603305
Hampton,72,Grambling,81,-8.456384002540549,-10.144108684165358
La Salle,72,High Point,84,-4.388475820600071,7.455157949413491
North Alabama,57,Loy Marymount,91,-15.019555502687506,1.5500504379175963
SE Louisiana,65,LSU,78,-8.378711089435738,14.712317974153333
Coppin St,55,Navy,88,-27.640739737591698,-2.05716253834581
Jackson St,72,Norfolk St,82,-19.547308217380763,-13.021484758554106
Dartmouth,63,Sacred Heart,85,-5.458928015720884,-10.913977813629936
UC San Diego,80,San Diego,82,3.4181336664537407,-2.184946658816856
Washington,66,Seattle,70,15.817584011338012,4.296087924139515
Providence,67,Seton Hall,72,11.241342833123284,13.61217858159576
FL Atlantic,75,St Mary's CA,88,6.351804649646517,16.908220628065287
WKU,81,Tulsa,82,0.4252617180430557,12.474016558063923
Cal Poly,87,UCLA,108,-6.316796372758351,17.20134853209326
Wisconsin,66,Villanova,76,16.984647164159234,18.019965533374403
S Dakota St,87,WI Milwaukee,88,-1.4024499716884644,-6.744387041618924
Florida A&M,54,Tarleton St,78,-14.958411699952181,-2.827342432024417
San Diego St,45,Arizona,68,14.954913190967044,29.622564216561056
Southern Miss,86,Arkansas St,93,-6.948449734643707,-2.643647731191786
Ohio,58,Bowling Green,68,-2.458559640908652,3.589447698727336
W Michigan,71,Buffalo,88,-7.971093026343999,-1.2829899801500664
Northwestern,58,Butler,61,11.78237952913321,12.436267405379676
Old Dominion,74,Coastal Car,76,-8.261680554358493,-7.357081216042199
Marquette,63,Creighton,84,6.499579672447203,10.984102719717837
N Colorado,79,Denver,86,-1.0823524586851767,-6.718963056154548
LIU Brooklyn,79,Florida Intl,86,-3.546335998209576,-1.0098371649423266
James Madison,92,Ga Southern,96,-6.42260170209562,-8.452463657169565
Appalachian St,63,Georgia St,70,-3.019964221943779,-9.841027531814934
Lafayette,81,Georgia Tech,95,-12.102088387400759,4.81995930743693
Wyoming,70,Grand Canyon,82,8.357185218844622,11.357472832207115
Holy Cross,53,Harvard,81,-13.04688731791795,-1.9259472947129983
Arkansas,85,Houston,94,21.77145836677927,25.82056645334507
UNC Wilmington,66,Howard,67,2.413830183033299,-8.060038874832856
Chicago St,58,Indiana,78,-16.24969652612226,18.87384006863379
Vermont,78,Iona,83,-5.418090561445725,-5.622253380566301
Bucknell,39,Iowa,94,-13.096288524993339,21.236487010988846
ETSU,75,Jacksonville St,81,1.9085058569619273,-4.019877384600862
South Dakota,76,Kansas St,106,-8.241126626447448,10.199483531346415
Massachusetts,59,Kent,69,-0.4961988777783989,1.3438007614795435
St John's,66,Kentucky,78,22.387807157714732,20.62694485238151
Dayton,61,Liberty,64,7.453720484555427,5.976024139614131
NC Central,72,Longwood,74,-16.23054921366116,-9.004272423423975
Montana,54,Louisville,94,0.4272721445912008,24.611732488445927
Santa Clara,78,Loyola-Chicago,80,16.697031882728538,-7.919700317024193
Ball St,77,Miami OH,86,-11.502717502859307,6.878792003107033
Oakland,70,Michigan St,79,1.2988617496209411,24.386031921594633
Memphis,66,Mississippi St,71,7.369641932350132,8.973566181550307
Southern Indiana,60,Morehead St,64,-14.295320327497267,-11.585204401367001
C Michigan,73,N Illinois,74,-9.604265919979685,-10.69931700103686
Lamar,82,NE Omaha,85,-2.214271862878108,-6.6809771450146105
Boise St,66,Nevada,81,13.415037567503262,12.180469852648914
San Jose St,65,New Mexico,88,-3.069027491311642,14.880097023188116
Ohio St,70,North Carolina,71,16.95643641170654,20.177147542199364
Rice,62,Pepperdine,84,-4.818057589699624,-5.588454031414728
Auburn,60,Purdue,88,19.144250770747117,26.152648451209974
Citadel,56,Richmond,80,-15.588927891729995,3.374354993392689
St Francis PA,70,Robert Morris,79,-18.95162660287704,-3.837549906546749
Penn,69,Rutgers,70,-2.0570696017200927,2.795178359596027
Tennessee St,82,SE Missouri St,91,-7.984243030172132,-6.757013248262701
Le Moyne,81,St Bonaventure,92,-9.839160736172351,2.3358205694267835
Colorado,68,Stanford,77,10.951503521035468,11.495746482735854
Northeastern,83,Syracuse,91,-6.463460575559628,11.66262825734674
South Alabama,65,Texas St,67,-5.806253567999122,-8.993596293102888
Duke,81,Texas Tech,82,30.47631292494664,22.11626746517065
Tennessee Tech,62,TN Martin,86,-14.281089336240143,-3.7745856292540623
Marshall,63,Troy,70,0.16629603079518857,0.09710533684838424
Portland St,61,Tulane,63,2.2902438567068213,-1.5078676189201856
FGCU,80,UCF,102,-4.349217773076286,15.06572674394935
ULM,62,Louisiana,76,-18.229928278847783,-12.137067018502796
Fresno St,72,UNLV,84,4.073803256746674,3.1267531403743414
E Washington,77,Utah,101,-5.263958334345224,6.364077339194109
Colorado St,58,Utah St,100,8.035917066741126,19.392266810705305
Maryland,72,Virginia,80,2.5510536362520244,20.91879714221833
Elon,81,Virginia Tech,82,-1.7109036279344259,13.649896701268442
Mercer,78,Washington St,84,0.5840288415363489,4.5380550036221035
Georgetown,77,Xavier,80,8.097403188054626,7.778365709841898
SC Upstate,65,Youngstown St,74,-9.147789259024785,-2.8049667940666527
CS Sacramento,67,Cal Baptist,74,-6.393255168038442,2.1953924231003668
Weber St,80,Utah Tech,82,-2.4753255840285364,-3.4850425266828218
UC Riverside,78,St Thomas MN,92,-8.761132749466462,2.882581967815671
Binghamton,61,Mercyhurst,82,-21.707046613042007,-9.513220387331831
Kennesaw,81,Alabama,92,0.6339937118072055,22.89926309681164
Southern Univ,67,Baylor,111,-11.076179678502223,15.872210600276453
MA Lowell,76,Boston Univ,88,-14.238798983700297,-9.831287835150842
S Illinois,69,Bradley,73,3.3850180919715123,3.590955518992814
Columbia,56,California,74,-1.1455860463245808,13.447545319841446
IL Chicago,76,Charlotte,88,1.7665509943221132,1.2042231354891468
Alabama A&M,66,Chattanooga,73,-12.721138316688517,-11.311391432436908
Cincinnati,65,Clemson,68,12.416982907123183,17.882590338253785
N Kentucky,74,Col Charleston,85,-2.4537270857196694,-0.4606347634581468
DePaul,54,Connecticut,72,7.564957311061451,25.10729111927154
SUNY Albany,75,Cornell,83,-13.163496176751917,-2.5897361889852073
Evansville,65,Drake,66,-7.795268693393136,0.7544156025781878
Maine,56,Drexel,74,-16.277077360329795,-3.932084854527281
Colgate,60,Florida,90,-3.5300665357659207,26.39081761428366
Charleston So,76,Furman,84,-6.340856798534731,-2.2995798984529365
Loyola MD,79,George Mason,86,-13.377750243521636,8.095174888899992
Oregon,82,Gonzaga,91,8.997587225487342,26.12679094319873
Quinnipiac,66,Hofstra,74,-3.997091735107692,2.086644182827586
Cal Poly,80,Idaho,83,-6.316796372758351,-0.860099995525089
Indiana St,65,Illinois St,85,-2.4581456880249015,8.933861719167899
Northern Arizona,66,Incarnate Word,90,-9.643076515343548,-5.547585347287668
Long Beach St,60,Iowa St,91,-4.652494408015093,28.277104289911488
Notre Dame,69,PFW,72,10.06327913551909,-5.625687252766425
Presbyterian,81,Manhattan,87,-8.171853518367254,-15.274581333554556
Stony Brook,51,Marist,70,-4.2986893622781555,-1.1747337528313329
North Florida,67,Miami FL,105,-15.534483522416355,17.78517891833293
La Salle,50,Michigan,102,-4.388475820600071,34.00895201746655
Campbell,50,Minnesota,78,-4.608704820965019,10.308552144640325
Lehigh,62,Monmouth NJ,76,-10.370556306684765,-3.848522919496683
Valparaiso,79,Murray St,85,0.7826673040916575,7.098433930540837
Mississippi,62,NC State,76,10.46160439503338,21.788929391891067
North Dakota,55,Nebraska,78,-8.39620613812819,23.21892114201473
Sam Houston St,78,New Mexico St,87,4.794162125506685,0.004049809068651347
UTEP,71,Norfolk St,72,-6.308444347027473,-13.021484758554106
CS Fullerton,89,Oklahoma St,94,-2.1915793640363734,13.86708154452552
Arizona St,75,Oregon St,78,10.603952967409308,-0.9699153817654318
Nicholls St,82,Pacific,95,-6.207446160282377,4.378468361891341
Penn St,46,Pittsburgh,80,5.083955436049424,8.195075774872146
VMI,90,Radford,97,-19.385486784833247,-6.409728237299939
Morgan St,64,San Francisco,94,-20.00282080703169,6.276755571400898
Cent Arkansas,82,SMU,99,-1.5873241521362738,18.858138555743015
UMBC,69,South Florida,94,-8.519516689602433,10.967070575235171
New Hampshire,79,St Louis,93,-12.508359622828568,21.74212133595362
Florida A&M,56,TCU,80,-14.958411699952181,14.466735878512502
Gardner Webb,52,Tennessee,94,-24.646235285714415,22.52532774922322
East Texas A&M,77,Texas A&M,118,-10.24868267858815,19.179102352686098
UNC Asheville,47,UAB,72,-4.515129557592766,4.233612921761928
Idaho St,83,UC Davis,93,-2.6900359146858124,-0.8434486910801374
N Dakota St,73,UC Irvine,74,2.046795939331589,3.4963503402669383
Wake Forest,67,Vanderbilt,98,12.26856625050307,24.154102986278797
Cleveland St,71,WI Milwaukee,81,-10.736414013574178,-6.744387041618924
E Kentucky,57,Wichita St,88,-8.312055999179629,8.433712769495724
TX Southern,68,Abilene Chr,75,-14.284509430349972,-7.721991269551377
Bethune-Cookman,71,Arizona,107,-7.810451810139458,29.622564216561056
F Dickinson,61,Boston College,72,-14.479566581615781,3.54890302348592
NJIT,52,Butler,101,-14.80646949052454,12.436267405379676
E Washington,81,BYU,109,-5.263958334345224,22.96623370113013
St Joseph's PA,62,Coastal Car,68,0.6346552500089729,-7.357081216042199
Utah Tech,69,Creighton,92,-3.4850425266828218,10.984102719717837
CS Sacramento,88,CS Northridge,100,-6.393255168038442,-2.1109082342198446
Canisius,59,Duquesne,103,-17.060558122515523,4.686016814942015
W Illinois,61,SIUE,66,-21.1486742641898,-8.17415727893679
Jacksonville,63,Florida St,87,-10.526145762510124,8.465280031603305
New Haven,47,Fordham,65,-14.029552843602488,-0.05904195752884017
Coppin St,67,Georgetown,97,-27.640739737591698,8.097403188054626
West Georgia,74,Georgia,103,-11.903771564516768,20.02973847054447
IUPUI,78,Grand Canyon,91,-12.491570369997088,11.357472832207115
Bryant,47,High Point,93,-15.975655117989465,7.455157949413491
Missouri,48,Illinois,91,11.56899502860914,27.558451754312838
Siena,60,Indiana,81,-3.3587700316394775,18.87384006863379
Davidson,61,Kansas,90,6.002686977751972,23.957485614866563
Prairie View,90,LSU,104,-14.826501312313303,14.712317974153333
Alabama St,67,Memphis,88,-13.932727716177093,7.369641932350132
East Carolina,51,North Carolina,99,-6.938769569086803,20.177147542199364
Stetson,54,Oklahoma,107,-14.070523158103668,11.432263406894199
Northeastern,77,Rhode Island,85,-6.463460575559628,4.372881568912538
Portland,61,UC Santa Barbara,79,-0.9276049727698782,3.2846658019866024
UT San Antonio,68,Seattle,71,-15.648689776756592,4.296087924139515
S Carolina St,70,South Carolina,95,-22.2908843957574,8.258663769478087
Northern Iowa,58,St Mary's CA,63,5.785582448008606,16.908220628065287
Stonehill,48,Syracuse,77,-13.871167902361144,11.66262825734674
Princeton,61,Temple,65,-5.435545860544262,1.6101601066860876
MD E Shore,71,Texas,94,-15.28346349833095,17.79158970367343
Sacred Heart,47,Towson,72,-10.913977813629936,-0.5464166889081582
Denver,85,Tulsa,90,-6.718963056154548,12.474016558063923
Norfolk St,70,UC Irvine,89,-13.021484758554106,3.4963503402669383
Oral Roberts,57,UT Arlington,69,-11.75823476123825,-0.020907387432929244
N Dakota St,66,UTEP,76,2.046795939331589,-6.308444347027473
Rider,79,VCU,100,-17.261706725421675,12.760710460803173
American Univ,51,Virginia,95,-6.396969179237704,20.91879714221833
San Diego,56,Washington,86,-2.184946658816856,15.817584011338012
MS Valley St,51,West Virginia,86,-28.348205063722833,12.114842312208815
C Michigan,61,Wisconsin,88,-9.604265919979685,16.984647164159234
E Michigan,64,Wright St,70,-3.580139516277849,1.3021861730347852
Binghamton,85,Army,95,-21.707046613042007,-14.42534764296668
WI Green Bay,79,Campbell,102,-5.7700409143629,-4.608704820965019
Idaho,63,CS Bakersfield,64,-0.860099995525089,-10.961124093729158
Bellarmine,85,Kentucky,99,-9.739354468795353,20.62694485238151
Morgan St,56,Loy Marymount,83,-20.00282080703169,1.5500504379175963
Lindenwood,65,Missouri St,70,-7.15310794555327,-2.3667315699870506
Grambling,63,Ohio St,89,-10.144108684165358,16.95643641170654
Harvard,59,St John's,85,-1.9259472947129983,22.387807157714732
FL Atlantic,80,UCF,85,6.351804649646517,15.06572674394935
UC Riverside,65,UCLA,97,-8.761132749466462,17.20134853209326
Seton Hall,56,Villanova,64,13.61217858159576,18.019965533374403
CS Northridge,80,Stanford,88,-2.1109082342198446,11.495746482735854
Le Moyne,64,Boston College,72,-9.839160736172351,3.54890302348592
Richmond,72,Charleston So,77,3.374354993392689,-6.340856798534731
North Florida,82,Columbia,90,-15.534483522416355,-1.1455860463245808
Penn,79,George Mason,83,-2.0570696017200927,8.095174888899992
Florida A&M,65,Georgia Tech,89,-14.958411699952181,4.81995930743693
Pepperdine,56,Gonzaga,96,-5.588454031414728,26.12679094319873
Colgate,69,Harvard,78,-3.5300665357659207,-1.9259472947129983
ULM,85,Kansas St,94,-18.229928278847783,10.199483531346415
Florida Intl,94,Liberty,97,-1.0098371649423266,5.976024139614131
Old Dominion,58,Maryland,73,-8.261680554358493,2.5510536362520244
Colorado,81,N Colorado,86,10.951503521035468,-1.0823524586851767
NE Omaha,57,Oregon,80,-6.6809771450146105,8.997587225487342
Pacific,54,San Diego,66,4.378468361891341,-2.184946658816856
Seattle,59,San Francisco,67,4.296087924139515,6.276755571400898
Oregon St,64,Santa Clara,102,-0.9699153817654318,16.697031882728538
CS Fullerton,63,SMU,110,-2.1915793640363734,18.858138555743015
Loy Marymount,73,St Mary's CA,78,1.5500504379175963,16.908220628065287
Winthrop,57,Texas Tech,87,1.3368316881639872,22.11626746517065
Norfolk St,54,Louisiana,63,-13.021484758554106,-12.137067018502796
Portland,62,Washington St,67,-0.9276049727698782,4.5380550036221035
Yale,78,Alabama,102,8.176250244240705,22.89926309681164
S Dakota St,71,Arizona,99,-1.4024499716884644,29.622564216561056
James Madison,74,Arkansas,103,-6.42260170209562,21.77145836677927
Queens NC,65,Auburn,106,-4.175091457795946,19.144250770747117
Evansville,68,Bradley,76,-7.795268693393136,3.590955518992814
Lipscomb,62,Cincinnati,89,-2.2704298007365584,12.416982907123183
IUPUI,86,Cleveland St,99,-12.491570369997088,-10.736414013574178
Drexel,63,Col Charleston,72,-3.932084854527281,-0.4606347634581468
Youngstown St,68,Detroit,73,-2.8049667940666527,-7.342812147525938
Northeastern,91,Elon,103,-6.463460575559628,-1.7109036279344259
Dartmouth,72,Florida,94,-5.458928015720884,26.39081761428366
LIU Brooklyn,74,Georgia,89,-3.546335998209576,20.02973847054447
Stony Brook,59,Hampton,62,-4.2986893622781555,-8.456384002540549
Campbell,72,Hofstra,86,-4.608704820965019,2.086644182827586
MTSU,60,Houston,69,1.2330496506793978,25.82056645334507
Southern Univ,55,Illinois,90,-11.076179678502223,27.558451754312838
Drake,56,Illinois St,73,0.7544156025781878,8.933861719167899
Belmont,80,Indiana St,81,10.045584450409333,-2.4581456880249015
MA Lowell,62,Iowa,90,-14.238798983700297,21.236487010988846
Houston Chr,61,Iowa St,89,-9.978893333224674,28.277104289911488
WKU,67,Jacksonville St,78,0.4252617180430557,-4.019877384600862
Northwestern LA,61,Lamar,76,-9.19667857822737,-2.214271862878108
UTEP,63,Louisiana Tech,75,-6.308444347027473,-5.691689472397247
Southern Miss,62,LSU,90,-6.948449734643707,14.712317974153333
Rider,71,Manhattan,74,-17.261706725421675,-15.274581333554556
McNeese St,71,Michigan,112,8.413093453200572,34.00895201746655
Cornell,97,Michigan St,114,-2.5897361889852073,24.386031921594633
F Dickinson,43,Minnesota,60,-14.479566581615781,10.308552144640325
Alcorn St,43,Mississippi,79,-20.10652752334088,10.46160439503338
Alabama St,56,Mississippi St,94,-13.932727716177093,8.973566181550307
Delaware,43,Missouri St,61,-8.317869143575352,-2.3667315699870506
Iona,59,Mt St Mary's,66,-5.622253380566301,-11.970313880036324
S Illinois,81,Murray St,84,3.3850180919715123,7.098433930540837
Robert Morris,77,N Kentucky,79,-3.837549906546749,-2.4537270857196694
UTRGV,69,New Orleans,85,-0.22814271103413875,-3.575655046476065
TAM C. Christi,71,Nicholls St,76,-2.5860191794207728,-6.207446160282377
Valparaiso,48,Northern Iowa,58,0.7826673040916575,5.785582448008606
MS Valley St,69,Oklahoma,93,-28.348205063722833,11.432263406894199
Bethune-Cookman,77,Oklahoma St,103,-7.810451810139458,13.86708154452552
NC Central,67,Penn St,90,-16.23054921366116,5.083955436049424
Kent,60,Purdue,101,1.3438007614795435,26.152648451209974
Marist,58,Quinnipiac,64,-1.1747337528313329,-3.997091735107692
Delaware St,50,Rutgers,65,-20.10207053375217,2.795178359596027
East Texas A&M,48,SF Austin,75,-10.24868267858815,6.14950134383293
Fairfield,66,St Peter's,70,-8.368082465442098,-6.3187048872930385
Jackson St,64,TCU,115,-19.547308217380763,14.466735878512502
Prairie View,82,Texas A&M,111,-14.826501312313303,19.179102352686098
Coppin St,59,UMBC,93,-27.640739737591698,-8.519516689602433
NC A&T,78,UNC Wilmington,87,-8.135106985044182,2.413830183033299
Cal Baptist,66,Utah Valley,73,2.1953924231003668,6.639639918156236
New Haven,53,Vanderbilt,96,-14.029552843602488,24.154102986278797
Utah,65,Washington,74,6.364077339194109,15.817584011338012
PFW,55,WI Milwaukee,77,-5.625687252766425,-6.744387041618924
Towson,70,William & Mary,84,-0.5464166889081582,1.656572728906202
Oakland,73,Wright St,88,1.2988617496209411,1.3021861730347852
Sacred Heart,72,Merrimack,80,-10.913977813629936,-5.674283720960461
Southern Utah,66,Utah Tech,80,-11.107617721609282,-3.4850425266828218
UT Arlington,63,Tarleton St,69,-0.020907387432929244,-2.827342432024417
New Mexico,53,Boise St,62,14.880097023188116,13.415037567503262
Butler,85,Creighton,89,12.436267405379676,10.984102719717837
Davidson,83,Duquesne,89,6.002686977751972,4.686016814942015
Massachusetts,74,E Michigan,80,-0.4961988777783989,-3.580139516277849
Citadel,49,ETSU,74,-15.588927891729995,1.9085058569619273
San Diego,93,Gonzaga,99,-2.184946658816856,26.12679094319873
SE Louisiana,70,Incarnate Word,79,-8.378711089435738,-5.547585347287668
California,70,Louisville,90,13.447545319841446,24.611732488445927
Pacific,71,Loy Marymount,80,4.378468361891341,1.5500504379175963
Pittsburgh,69,Miami FL,76,8.195075774872146,17.78517891833293
Bowling Green,83,Miami OH,93,3.589447698727336,6.878792003107033
